IdArticle,IdArticleCategory,EAN,Name,PriceVAT,PriceGross,PriceSupplier,Stock,Color,SizeH,SizeL,SizeW,Description,LastModifiedDate,IDEmployeeModify
5,4,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
6,4,3210987654321,Kohl,0.115,1200.0,900.0,100,Schwarzgrün,20.1,15.6,14.9,Nicht so frisch
17,10,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
39,20,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
49,24,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
18,10,3210987654321,Kohl,0.115,1200.0,900.0,100,Schwarzgrün,20.1,15.6,14.9,Nicht so frisch
50,24,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
40,20,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
41,20,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
42,20,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
48,24,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
51,24,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
12,8,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
21,12,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
13,8,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
14,8,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
15,8,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
22,12,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
23,12,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
24,12,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
1,1,0,Outstanding Surcharge,0.175,20.0,0.0,0,null,0.0,0.0,0.0,null
30,16,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
31,16,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
32,16,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
33,16,1234567890123,Kartoffel,0.195,1500.0,1200.0,500,Braun,2.1,1.6,1.9,Frisch
